Transaction_ID,Date,Time,Amount_INR,User_ID,Sender_UPI_ID,Receiver_UPI_ID,Payment_App,Sender_Bank,Receiver_Bank,Merchant_Category,Transaction_Type,Payment_Status,City,Device_Type,User_Age_Group
TXN0002846,2025-09-25,13:26:04,1757.67,USR03498,user413@phonep,merchant1272@oksbi,PhonePe,Punjab National Bank,HDFC Bank,Food & Dining,P2M,Success,Hyderabad,Android,26-35
TXN0002847,2025-09-25,13:26:06,626.29,USR03343,user1441@google,merchant1358@okaxis,Google Pay,SBI,Canara Bank,Food & Dining,P2M,Success,Coimbatore,Android,26-35
TXN0002848,2025-09-25,13:46:30,9583.84,USR02555,user1682@phonep,merchant1453@ybl,PhonePe,IDFC First Bank,Bank of Baroda,Investment,P2M,Success,Chennai,Android,18-25
TXN0002849,2025-09-25,14:30:16,3100.48,USR03124,user96@phonep,merchant213@paytm,PhonePe,Union Bank of India,ICICI Bank,Fuel,P2M,Success,Kochi,Android,46-55
TXN0002850,2025-09-25,14:34:33,6240.25,USR03279,user1077@phonep,user3170@phonep,PhonePe,Axis Bank,Axis Bank,P2P Transfer,P2P,Success,Kochi,Android,26-35
TXN0002851,2025-09-25,16:36:11,278.92,USR00072,user2332@google,merchant975@okicici,Google Pay,Kotak Mahindra Bank,Punjab National Bank,Recharge,P2M,Success,Delhi,iOS,56+
TXN0002852,2025-09-25,18:31:19,2483.0,USR01418,user3937@paytm,merchant1188@oksbi,Paytm,ICICI Bank,Union Bank of India,Healthcare,P2M,Success,Madurai,Android,26-35
TXN0002853,2025-09-25,18:32:01,750.53,USR03587,user528@amazon,merchant1412@paytm,Amazon Pay,IDFC First Bank,ICICI Bank,Entertainment,P2M,Success,Lucknow,iOS,46-55
TXN0002854,2025-09-25,19:04:51,679.67,USR01389,user2201@whatsa,merchant272@okicici,WhatsApp Pay,SBI,Bank of Baroda,Entertainment,P2M,Success,Delhi,iOS,36-45
TXN0002855,2025-09-25,19:07:08,382.41,USR02605,user3310@phonep,merchant495@paytm,PhonePe,Canara Bank,Kotak Mahindra Bank,Recharge,P2M,Success,Guwahati,Android,56+
TXN0002856,2025-09-25,19:07:45,3384.09,USR03362,user1520@bhim,user1957@bhim,BHIM,ICICI Bank,ICICI Bank,P2P Transfer,P2P,Failed,Bhopal,Android,18-25
TXN0002857,2025-09-25,19:20:20,732.57,USR03846,user3093@paytm,merchant1038@ybl,Paytm,Canara Bank,Union Bank of India,Food & Dining,P2M,Success,Delhi,Android,26-35
TXN0002858,2025-09-25,19:30:43,300.96,USR02377,user3798@google,merchant417@okicici,Google Pay,Union Bank of India,ICICI Bank,Food & Dining,P2M,Pending,Varanasi,Android,26-35
TXN0002859,2025-09-25,19:38:35,991.47,USR03878,user982@phonep,merchant429@okaxis,PhonePe,HDFC Bank,SBI,Fuel,P2M,Success,Delhi,iOS,56+
TXN0002860,2025-09-25,19:56:52,3925.3,USR00499,user1121@phonep,merchant310@okicici,PhonePe,SBI,Kotak Mahindra Bank,Utilities & Bill Payments,P2M,Success,Delhi,Android,46-55
TXN0002861,2025-09-25,20:20:26,206.46,USR00403,user1735@bhim,merchant1092@ybl,BHIM,Union Bank of India,Axis Bank,Food & Dining,P2M,Failed,Kochi,Android,26-35
TXN0002862,2025-09-25,20:39:29,12936.39,USR01743,user961@google,merchant978@okicici,Google Pay,Kotak Mahindra Bank,Canara Bank,Education,P2M,Success,Pune,iOS,18-25
TXN0002863,2025-09-25,20:51:33,2569.44,USR03058,user3031@phonep,merchant271@paytm,PhonePe,Union Bank of India,SBI,Grocery,P2M,Success,Bengaluru,Android,26-35
TXN0002864,2025-09-25,21:17:07,3621.2,USR02300,user2405@google,user2971@google,Google Pay,IDFC First Bank,HDFC Bank,P2P Transfer,P2P,Success,Hyderabad,Android,46-55
TXN0002865,2025-09-25,21:19:13,13630.4,USR02256,user638@google,merchant1315@oksbi,Google Pay,Punjab National Bank,Canara Bank,Education,P2M,Success,Kochi,Android,18-25
TXN0002866,2025-09-25,21:51:56,420.3,USR03032,user267@google,merchant1259@oksbi,Google Pay,Canara Bank,Canara Bank,Food & Dining,P2M,Success,Ahmedabad,Android,26-35
TXN0002867,2025-09-25,22:04:31,15000.0,USR03980,user3810@paytm,merchant692@ybl,Paytm,IDFC First Bank,Kotak Mahindra Bank,Shopping,P2M,Success,Ranchi,Android,26-35
TXN0002868,2025-09-25,22:10:27,2500.0,USR02535,user977@phonep,merchant1348@okaxis,PhonePe,HDFC Bank,ICICI Bank,Entertainment,P2M,Success,Bengaluru,Android,26-35
TXN0002869,2025-09-25,22:16:59,2724.54,USR03194,user772@phonep,merchant600@oksbi,PhonePe,Union Bank of India,Canara Bank,Travel & Transport,P2M,Success,Mumbai,Android,18-25
TXN0002870,2025-09-25,22:23:05,647.72,USR03977,user3776@google,merchant174@okicici,Google Pay,IDFC First Bank,ICICI Bank,Food & Dining,P2M,Success,Chandigarh,Android,18-25
TXN0002871,2025-09-25,22:33:33,1221.01,USR00840,user2658@google,merchant405@okicici,Google Pay,HDFC Bank,IDFC First Bank,Utilities & Bill Payments,P2M,Success,Indore,iOS,18-25
TXN0002872,2025-09-25,22:43:09,216.43,USR01659,user388@google,merchant439@paytm,Google Pay,IDFC First Bank,ICICI Bank,Grocery,P2M,Success,Hyderabad,Android,26-35
TXN0002873,2025-09-25,23:05:58,8281.35,USR00036,user3249@phonep,merchant429@ybl,PhonePe,Kotak Mahindra Bank,Union Bank of India,Shopping,P2M,Failed,Ahmedabad,Android,18-25
TXN0002874,2025-09-25,23:17:25,581.19,USR03954,user1031@phonep,merchant1248@okicici,PhonePe,Canara Bank,Kotak Mahindra Bank,Fuel,P2M,Success,Jaipur,Android,26-35
TXN0002875,2025-09-25,23:22:34,296.34,USR01382,user265@google,merchant1268@ybl,Google Pay,HDFC Bank,IDFC First Bank,Grocery,P2M,Success,Hyderabad,iOS,26-35
TXN0002876,2025-09-25,23:34:16,580.09,USR02852,user1325@google,merchant10@okicici,Google Pay,IDFC First Bank,Bank of Baroda,Recharge,P2M,Failed,Mumbai,Android,18-25
TXN0002877,2025-09-26,09:05:16,473.68,USR00725,user2052@google,merchant364@ybl,Google Pay,Kotak Mahindra Bank,SBI,Recharge,P2M,Success,Hyderabad,Android,18-25
TXN0002878,2025-09-26,09:50:03,20000.0,USR00948,user349@bhim,user788@bhim,BHIM,SBI,Bank of Baroda,P2P Transfer,P2P,Success,Guwahati,Android,26-35
TXN0002879,2025-09-26,10:21:42,2338.81,USR02647,user1960@google,merchant102@ybl,Google Pay,Union Bank of India,HDFC Bank,Utilities & Bill Payments,P2M,Success,Delhi,Android,18-25
TXN0002880,2025-09-26,10:22:13,4000.0,USR03006,user845@google,merchant415@ybl,Google Pay,Kotak Mahindra Bank,Union Bank of India,Fuel,P2M,Success,Lucknow,Android,46-55
TXN0002881,2025-09-26,10:23:11,6864.04,USR01120,user947@paytm,merchant210@paytm,Paytm,IDFC First Bank,IDFC First Bank,Shopping,P2M,Success,Delhi,Android,18-25
TXN0002882,2025-09-26,10:41:48,1441.51,USR03848,user3553@whatsa,merchant829@okicici,WhatsApp Pay,ICICI Bank,SBI,Food & Dining,P2M,Success,Kolkata,Android,18-25
TXN0002883,2025-09-26,12:58:01,9766.29,USR02958,user580@paytm,user2233@paytm,Paytm,IDFC First Bank,Union Bank of India,P2P Transfer,P2P,Success,Hyderabad,Android,26-35
TXN0002884,2025-09-26,13:17:13,2163.96,USR01801,user2693@phonep,merchant808@okaxis,PhonePe,Bank of Baroda,ICICI Bank,Utilities & Bill Payments,P2M,Success,Visakhapatnam,Android,26-35
TXN0002885,2025-09-26,13:32:17,7500.95,USR01094,user1031@bhim,user1025@bhim,BHIM,Punjab National Bank,SBI,P2P Transfer,P2P,Success,Visakhapatnam,iOS,18-25
TXN0002886,2025-09-26,13:50:35,327.21,USR01462,user3530@amazon,merchant1466@paytm,Amazon Pay,HDFC Bank,SBI,Food & Dining,P2M,Success,Indore,Android,56+
TXN0002887,2025-09-26,14:35:50,1158.02,USR03877,user1360@phonep,merchant1218@paytm,PhonePe,Bank of Baroda,SBI,Utilities & Bill Payments,P2M,Success,Chennai,Android,18-25
TXN0002888,2025-09-26,14:37:36,5630.95,USR01288,user892@paytm,user3373@paytm,Paytm,SBI,SBI,P2P Transfer,P2P,Success,Pune,Android,46-55
TXN0002889,2025-09-26,15:24:02,535.71,USR03760,user3509@bhim,merchant439@paytm,BHIM,IDFC First Bank,Union Bank of India,Fuel,P2M,Success,Chennai,Android,18-25
TXN0002890,2025-09-26,18:00:55,927.26,USR03796,user3550@bhim,merchant448@oksbi,BHIM,ICICI Bank,Punjab National Bank,Food & Dining,P2M,Success,Kolkata,iOS,36-45
TXN0002891,2025-09-26,19:12:19,2309.32,USR01882,user2992@google,merchant178@paytm,Google Pay,IDFC First Bank,HDFC Bank,Utilities & Bill Payments,P2M,Success,Delhi,Android,26-35
TXN0002892,2025-09-26,19:19:18,39604.66,USR03693,user3480@phonep,merchant896@oksbi,PhonePe,ICICI Bank,ICICI Bank,Education,P2M,Success,Ahmedabad,Android,18-25
TXN0002893,2025-09-26,19:22:32,20000.0,USR02097,user319@bhim,user21@bhim,BHIM,Bank of Baroda,HDFC Bank,P2P Transfer,P2P,Success,Visakhapatnam,Android,18-25
TXN0002894,2025-09-26,19:42:31,12083.06,USR03834,user2744@paytm,user506@paytm,Paytm,ICICI Bank,IDFC First Bank,P2P Transfer,P2P,Success,Visakhapatnam,iOS,26-35
TXN0002895,2025-09-26,20:39:50,4088.83,USR00296,user2160@phonep,merchant1201@ybl,PhonePe,HDFC Bank,Axis Bank,Healthcare,P2M,Success,Indore,Android,26-35
TXN0002896,2025-09-26,20:48:38,1236.59,USR03772,user2891@google,merchant8@ybl,Google Pay,HDFC Bank,Axis Bank,Utilities & Bill Payments,P2M,Success,Visakhapatnam,Android,26-35
TXN0002897,2025-09-26,20:53:47,7977.4,USR02875,user537@phonep,merchant968@okicici,PhonePe,IDFC First Bank,Union Bank of India,Education,P2M,Success,Chennai,Android,26-35
TXN0002898,2025-09-26,22:33:58,2744.58,USR03880,user1764@paytm,merchant1296@ybl,Paytm,ICICI Bank,Kotak Mahindra Bank,Shopping,P2M,Success,Chennai,Android,36-45
TXN0002899,2025-09-26,23:00:05,9561.47,USR01191,user1019@amazon,merchant955@okicici,Amazon Pay,Axis Bank,Canara Bank,Shopping,P2M,Success,Nagpur,Android,26-35
TXN0002900,2025-09-27,06:07:48,1302.25,USR00956,user2524@phonep,merchant1190@okaxis,PhonePe,Union Bank of India,Union Bank of India,Food & Dining,P2M,Success,Delhi,iOS,26-35
TXN0002901,2025-09-27,07:52:27,464.49,USR03338,user1244@google,merchant295@oksbi,Google Pay,Kotak Mahindra Bank,ICICI Bank,Grocery,P2M,Success,Chennai,Android,46-55
TXN0002902,2025-09-27,09:25:19,3690.04,USR03361,user2921@google,user2311@google,Google Pay,Union Bank of India,Union Bank of India,P2P Transfer,P2P,Success,Lucknow,iOS,26-35
TXN0002903,2025-09-27,09:43:23,1549.69,USR00634,user1355@phonep,merchant210@okaxis,PhonePe,Axis Bank,Kotak Mahindra Bank,Grocery,P2M,Success,Kolkata,Android,18-25
TXN0002904,2025-09-27,10:09:22,216.95,USR03265,user3497@paytm,merchant1118@oksbi,Paytm,ICICI Bank,Kotak Mahindra Bank,Fuel,P2M,Success,Nagpur,Android,36-45
TXN0002905,2025-09-27,10:29:19,2350.09,USR00993,user2459@paytm,merchant173@ybl,Paytm,ICICI Bank,HDFC Bank,Utilities & Bill Payments,P2M,Success,Pune,Android,36-45
TXN0002906,2025-09-27,10:37:24,1747.18,USR01419,user811@paytm,merchant1305@paytm,Paytm,Union Bank of India,Union Bank of India,Fuel,P2M,Success,Bengaluru,Android,26-35
TXN0002907,2025-09-27,11:55:17,5000.0,USR00704,user3143@google,merchant953@okicici,Google Pay,ICICI Bank,ICICI Bank,Utilities & Bill Payments,P2M,Success,Mumbai,iOS,18-25
TXN0002908,2025-09-27,13:29:14,3097.3,USR04000,user3300@paytm,merchant1182@ybl,Paytm,Punjab National Bank,IDFC First Bank,Travel & Transport,P2M,Success,Lucknow,iOS,36-45
TXN0002909,2025-09-27,13:29:58,1885.77,USR02566,user2816@google,merchant295@ybl,Google Pay,HDFC Bank,SBI,Shopping,P2M,Success,Delhi,Android,36-45
TXN0002910,2025-09-27,14:12:24,1740.33,USR02831,user984@phonep,merchant277@oksbi,PhonePe,HDFC Bank,Canara Bank,Food & Dining,P2M,Success,Mumbai,Android,36-45
TXN0002911,2025-09-27,14:18:45,713.4,USR01142,user295@google,merchant359@oksbi,Google Pay,HDFC Bank,Bank of Baroda,Food & Dining,P2M,Success,Kolkata,Android,36-45
TXN0002912,2025-09-27,16:05:30,1279.28,USR00561,user665@paytm,merchant138@oksbi,Paytm,Canara Bank,Punjab National Bank,Healthcare,P2M,Success,Patna,Android,36-45
TXN0002913,2025-09-27,16:52:32,6050.95,USR00005,user2293@google,merchant573@ybl,Google Pay,Kotak Mahindra Bank,Union Bank of India,Shopping,P2M,Success,Mumbai,Android,26-35
TXN0002914,2025-09-27,17:11:23,8000.0,USR01255,user3128@google,merchant481@ybl,Google Pay,Kotak Mahindra Bank,ICICI Bank,Travel & Transport,P2M,Success,Chandigarh,Android,36-45
TXN0002915,2025-09-27,18:26:00,303.84,USR00293,user1052@phonep,merchant256@okaxis,PhonePe,SBI,Union Bank of India,Recharge,P2M,Success,Chandigarh,iOS,18-25
TXN0002916,2025-09-27,18:50:11,6458.45,USR00447,user3916@paytm,user3500@paytm,Paytm,IDFC First Bank,Kotak Mahindra Bank,P2P Transfer,P2P,Success,Ranchi,iOS,26-35
TXN0002917,2025-09-27,19:08:16,1399.87,USR02603,user1532@phonep,merchant1362@okicici,PhonePe,Union Bank of India,Kotak Mahindra Bank,Fuel,P2M,Success,Hyderabad,Android,26-35
TXN0002918,2025-09-27,19:14:18,9678.6,USR01474,user2575@whatsa,user2333@whatsa,WhatsApp Pay,Kotak Mahindra Bank,Bank of Baroda,P2P Transfer,P2P,Success,Delhi,Android,36-45
TXN0002919,2025-09-27,19:26:17,8786.61,USR02222,user1210@phonep,user30@phonep,PhonePe,ICICI Bank,SBI,P2P Transfer,P2P,Success,Jaipur,Android,26-35
TXN0002920,2025-09-27,19:29:19,6017.7,USR01993,user3123@bhim,user2769@bhim,BHIM,Union Bank of India,Canara Bank,P2P Transfer,P2P,Success,Ranchi,Android,18-25
TXN0002921,2025-09-27,19:53:19,10188.46,USR01096,user3266@bhim,merchant58@oksbi,BHIM,ICICI Bank,HDFC Bank,Education,P2M,Success,Delhi,Android,18-25
TXN0002922,2025-09-27,20:31:58,596.53,USR00110,user2171@phonep,merchant261@ybl,PhonePe,SBI,ICICI Bank,Recharge,P2M,Success,Kolkata,Android,36-45
TXN0002923,2025-09-27,20:50:05,563.62,USR00380,user2667@google,merchant320@paytm,Google Pay,Axis Bank,Axis Bank,Entertainment,P2M,Failed,Lucknow,Android,46-55
TXN0002924,2025-09-27,21:01:01,984.21,USR03674,user196@phonep,merchant692@okicici,PhonePe,HDFC Bank,Punjab National Bank,Fuel,P2M,Success,Delhi,Android,18-25
TXN0002925,2025-09-27,21:07:03,1332.15,USR02053,user3740@bhim,merchant1008@paytm,BHIM,Axis Bank,ICICI Bank,Utilities & Bill Payments,P2M,Success,Varanasi,Android,36-45
TXN0002926,2025-09-27,21:38:07,10466.59,USR02443,user111@paytm,user90@paytm,Paytm,IDFC First Bank,Bank of Baroda,P2P Transfer,P2P,Success,Nashik,Android,36-45
TXN0002927,2025-09-27,22:07:27,517.28,USR01105,user1640@paytm,merchant834@okaxis,Paytm,Punjab National Bank,Kotak Mahindra Bank,Grocery,P2M,Success,Pune,Android,56+
TXN0002928,2025-09-27,22:39:08,1297.7,USR03708,user3748@phonep,merchant1432@okicici,PhonePe,Canara Bank,IDFC First Bank,Grocery,P2M,Success,Mumbai,Android,36-45
TXN0002929,2025-09-27,22:54:30,9889.32,USR03174,user1580@phonep,merchant1039@ybl,PhonePe,Bank of Baroda,Union Bank of India,Shopping,P2M,Failed,Bengaluru,Android,26-35
TXN0002930,2025-09-27,22:57:21,7703.69,USR02948,user3140@google,merchant1116@oksbi,Google Pay,Kotak Mahindra Bank,Bank of Baroda,Shopping,P2M,Success,Mumbai,Android,56+
TXN0002931,2025-09-27,22:57:35,1520.75,USR03777,user1005@google,merchant477@oksbi,Google Pay,Bank of Baroda,ICICI Bank,Food & Dining,P2M,Failed,Visakhapatnam,Android,26-35
TXN0002932,2025-09-27,23:02:23,739.65,USR01209,user240@google,merchant986@ybl,Google Pay,Axis Bank,IDFC First Bank,Recharge,P2M,Failed,Bhopal,Android,36-45
TXN0002933,2025-09-27,23:23:10,5345.36,USR02153,user3433@phonep,merchant888@okicici,PhonePe,SBI,IDFC First Bank,Healthcare,P2M,Success,Visakhapatnam,Android,18-25
TXN0002934,2025-09-28,02:40:26,761.86,USR00158,user3693@phonep,merchant1372@oksbi,PhonePe,ICICI Bank,Kotak Mahindra Bank,Entertainment,P2M,Success,Pune,Android,36-45
TXN0002935,2025-09-28,03:30:24,843.75,USR03099,user3504@amazon,merchant311@okicici,Amazon Pay,Canara Bank,Punjab National Bank,Grocery,P2M,Failed,Visakhapatnam,Android,18-25
TXN0002936,2025-09-28,05:40:02,15000.0,USR00859,user2100@bhim,merchant209@okicici,BHIM,Axis Bank,ICICI Bank,Shopping,P2M,Success,Lucknow,Android,18-25
TXN0002937,2025-09-28,09:50:25,2374.48,USR02935,user2514@phonep,merchant988@okaxis,PhonePe,ICICI Bank,Canara Bank,Healthcare,P2M,Success,Nashik,Android,26-35
TXN0002938,2025-09-28,10:25:24,1178.01,USR02961,user3682@google,merchant51@paytm,Google Pay,Axis Bank,Bank of Baroda,Grocery,P2M,Success,Indore,Android,36-45
TXN0002939,2025-09-28,10:26:56,2324.55,USR02441,user1859@phonep,merchant1309@oksbi,PhonePe,Kotak Mahindra Bank,Kotak Mahindra Bank,Travel & Transport,P2M,Failed,Hyderabad,Android,18-25
TXN0002940,2025-09-28,10:34:13,276.76,USR00628,user1076@phonep,merchant1400@okicici,PhonePe,HDFC Bank,Punjab National Bank,Food & Dining,P2M,Success,Jaipur,iOS,18-25
TXN0002941,2025-09-28,13:01:23,2064.34,USR00235,user2299@phonep,user2319@phonep,PhonePe,Canara Bank,Kotak Mahindra Bank,P2P Transfer,P2P,Success,Delhi,iOS,18-25
TXN0002942,2025-09-28,13:09:57,2546.78,USR03239,user322@whatsa,merchant691@okaxis,WhatsApp Pay,ICICI Bank,Union Bank of India,Fuel,P2M,Success,Indore,Android,18-25
TXN0002943,2025-09-28,13:51:47,8539.27,USR02481,user655@google,user1907@google,Google Pay,Kotak Mahindra Bank,Punjab National Bank,P2P Transfer,P2P,Success,Kolkata,Android,26-35
TXN0002944,2025-09-28,17:36:36,224.58,USR01486,user88@bhim,merchant1456@okaxis,BHIM,Bank of Baroda,Bank of Baroda,Recharge,P2M,Pending,Bhopal,Android,36-45
TXN0002945,2025-09-28,19:07:15,8322.07,USR03398,user410@phonep,user1626@phonep,PhonePe,Axis Bank,Axis Bank,P2P Transfer,P2P,Success,Chennai,Android,18-25
TXN0002946,2025-09-28,19:33:37,844.0,USR03663,user51@phonep,merchant842@oksbi,PhonePe,Punjab National Bank,Kotak Mahindra Bank,Grocery,P2M,Success,Bengaluru,Android,56+
TXN0002947,2025-09-28,20:31:31,4743.52,USR02154,user615@paytm,merchant232@okicici,Paytm,SBI,HDFC Bank,Travel & Transport,P2M,Success,Kolkata,Android,56+
TXN0002948,2025-09-28,20:37:51,3707.9,USR01159,user2697@google,merchant963@paytm,Google Pay,Canara Bank,Bank of Baroda,Utilities & Bill Payments,P2M,Success,Patna,Android,18-25
TXN0002949,2025-09-28,20:55:09,745.14,USR00496,user3242@phonep,merchant1165@oksbi,PhonePe,IDFC First Bank,ICICI Bank,Recharge,P2M,Success,Kochi,Android,36-45
TXN0002950,2025-09-28,21:12:39,3682.32,USR02864,user3467@phonep,merchant805@okaxis,PhonePe,Punjab National Bank,Bank of Baroda,Utilities & Bill Payments,P2M,Failed,Hyderabad,Android,26-35
TXN0002951,2025-09-28,21:15:21,230.42,USR03486,user1946@phonep,merchant134@ybl,PhonePe,Bank of Baroda,IDFC First Bank,Recharge,P2M,Success,Chennai,Android,26-35
TXN0002952,2025-09-28,22:31:47,2000.0,USR00354,user3941@phonep,merchant768@okicici,PhonePe,Bank of Baroda,Canara Bank,Food & Dining,P2M,Success,Madurai,Android,36-45
TXN0002953,2025-09-28,22:41:14,2340.96,USR03970,user1228@paytm,merchant1252@paytm,Paytm,Punjab National Bank,IDFC First Bank,Utilities & Bill Payments,P2M,Success,Bengaluru,iOS,56+
TXN0002954,2025-09-28,22:49:01,514.45,USR00686,user2357@paytm,merchant1035@okaxis,Paytm,SBI,Canara Bank,Grocery,P2M,Failed,Delhi,iOS,36-45
TXN0002955,2025-09-29,08:10:28,2000.58,USR03476,user3039@google,merchant934@okicici,Google Pay,SBI,Axis Bank,Grocery,P2M,Success,Ahmedabad,Android,46-55
TXN0002956,2025-09-29,09:26:46,1651.29,USR00471,user412@paytm,merchant513@ybl,Paytm,HDFC Bank,IDFC First Bank,Fuel,P2M,Success,Kochi,Android,46-55
TXN0002957,2025-09-29,10:53:20,6551.8,USR01421,user2518@google,merchant8@paytm,Google Pay,Punjab National Bank,SBI,Shopping,P2M,Success,Kochi,Android,18-25
TXN0002958,2025-09-29,13:03:17,13337.69,USR00809,user2897@google,merchant123@okaxis,Google Pay,Axis Bank,Axis Bank,Investment,P2M,Success,Madurai,Android,26-35
TXN0002959,2025-09-29,13:31:19,1925.11,USR03971,user3408@phonep,merchant1459@ybl,PhonePe,ICICI Bank,Bank of Baroda,Entertainment,P2M,Success,Coimbatore,Android,46-55
TXN0002960,2025-09-29,15:13:07,5000.0,USR01755,user1306@google,merchant485@okicici,Google Pay,Canara Bank,Punjab National Bank,Utilities & Bill Payments,P2M,Success,Bengaluru,Android,18-25
TXN0002961,2025-09-29,17:38:37,2005.03,USR02565,user2116@phonep,merchant123@paytm,PhonePe,IDFC First Bank,Punjab National Bank,Travel & Transport,P2M,Success,Hyderabad,iOS,46-55
TXN0002962,2025-09-29,20:16:44,6879.9,USR00744,user3951@phonep,user2850@phonep,PhonePe,IDFC First Bank,Bank of Baroda,P2P Transfer,P2P,Success,Bhopal,Android,46-55
TXN0002963,2025-09-29,20:23:49,806.1,USR03027,user2248@phonep,merchant264@oksbi,PhonePe,Union Bank of India,Axis Bank,Entertainment,P2M,Success,Kochi,Android,18-25
TXN0002964,2025-09-29,20:24:12,30732.2,USR00673,user892@amazon,merchant1178@okaxis,Amazon Pay,Bank of Baroda,Bank of Baroda,Education,P2M,Success,Mumbai,Android,36-45
TXN0002965,2025-09-29,20:53:11,7362.48,USR02830,user2629@phonep,user2332@phonep,PhonePe,Union Bank of India,IDFC First Bank,P2P Transfer,P2P,Success,Jaipur,Android,56+
TXN0002966,2025-09-29,21:09:19,1386.8,USR02422,user1427@phonep,merchant977@paytm,PhonePe,Union Bank of India,Kotak Mahindra Bank,Grocery,P2M,Success,Lucknow,Android,46-55
TXN0002967,2025-09-29,21:11:39,5177.17,USR03551,user3545@paytm,merchant991@oksbi,Paytm,Kotak Mahindra Bank,Bank of Baroda,Travel & Transport,P2M,Success,Chandigarh,iOS,18-25
TXN0002968,2025-09-29,21:16:30,4259.57,USR03953,user3633@google,merchant1002@paytm,Google Pay,Bank of Baroda,SBI,Shopping,P2M,Success,Ahmedabad,Android,18-25
TXN0002969,2025-09-29,21:21:29,11379.72,USR02334,user3276@google,merchant684@ybl,Google Pay,Punjab National Bank,HDFC Bank,Shopping,P2M,Success,Visakhapatnam,Android,36-45
TXN0002970,2025-09-29,21:41:49,1198.08,USR03462,user585@google,merchant1142@paytm,Google Pay,IDFC First Bank,Union Bank of India,Fuel,P2M,Success,Madurai,Android,18-25
TXN0002971,2025-09-29,21:52:08,683.31,USR01793,user2336@phonep,merchant657@oksbi,PhonePe,IDFC First Bank,HDFC Bank,Recharge,P2M,Success,Bhopal,Android,26-35
TXN0002972,2025-09-29,22:20:37,719.74,USR03571,user3218@paytm,merchant441@paytm,Paytm,Bank of Baroda,Union Bank of India,Recharge,P2M,Success,Kochi,Android,26-35
TXN0002973,2025-09-29,22:38:08,8139.15,USR00804,user3233@paytm,merchant390@okicici,Paytm,HDFC Bank,Union Bank of India,Education,P2M,Success,Mumbai,Android,26-35
TXN0002974,2025-09-29,22:41:22,465.78,USR00557,user2942@whatsa,merchant88@okicici,WhatsApp Pay,SBI,Punjab National Bank,Entertainment,P2M,Success,Indore,Android,18-25
TXN0002975,2025-09-29,23:10:52,2938.88,USR01287,user935@phonep,merchant725@oksbi,PhonePe,SBI,Punjab National Bank,Fuel,P2M,Success,Hyderabad,Android,36-45
TXN0002976,2025-09-30,02:03:28,6460.07,USR01399,user727@phonep,user1179@phonep,PhonePe,Union Bank of India,Punjab National Bank,P2P Transfer,P2P,Success,Delhi,iOS,26-35
TXN0002977,2025-09-30,06:47:36,9835.24,USR03013,user3429@google,user3563@google,Google Pay,SBI,Punjab National Bank,P2P Transfer,P2P,Success,Nagpur,Android,36-45
TXN0002978,2025-09-30,06:54:50,24278.2,USR00608,user3277@google,merchant46@oksbi,Google Pay,Kotak Mahindra Bank,Kotak Mahindra Bank,Education,P2M,Success,Nashik,Android,18-25
TXN0002979,2025-09-30,07:35:25,48210.97,USR01929,user3890@paytm,merchant948@paytm,Paytm,ICICI Bank,HDFC Bank,Investment,P2M,Success,Hyderabad,Android,46-55
TXN0002980,2025-09-30,07:36:27,1884.33,USR00503,user469@whatsa,merchant366@ybl,WhatsApp Pay,Kotak Mahindra Bank,ICICI Bank,Fuel,P2M,Success,Bengaluru,Android,36-45
TXN0002981,2025-09-30,08:46:14,8535.45,USR02927,user1608@google,user1674@google,Google Pay,Kotak Mahindra Bank,Kotak Mahindra Bank,P2P Transfer,P2P,Success,Coimbatore,Android,26-35
TXN0002982,2025-09-30,08:58:38,4663.06,USR02299,user1803@paytm,user779@paytm,Paytm,Axis Bank,SBI,P2P Transfer,P2P,Success,Ahmedabad,Android,18-25
TXN0002983,2025-09-30,09:00:03,12000.76,USR00077,user1066@amazon,merchant665@oksbi,Amazon Pay,Punjab National Bank,Punjab National Bank,Education,P2M,Success,Hyderabad,Android,46-55
TXN0002984,2025-09-30,09:21:23,1208.58,USR03133,user123@paytm,merchant859@oksbi,Paytm,Kotak Mahindra Bank,SBI,Grocery,P2M,Success,Ahmedabad,Android,56+
TXN0002985,2025-09-30,09:58:18,1965.41,USR03827,user1443@phonep,merchant1123@okaxis,PhonePe,Punjab National Bank,IDFC First Bank,Fuel,P2M,Success,Mumbai,Android,46-55
TXN0002986,2025-09-30,10:31:42,7619.26,USR01997,user3894@google,user1916@google,Google Pay,Union Bank of India,Union Bank of India,P2P Transfer,P2P,Success,Chennai,Android,36-45
TXN0002987,2025-09-30,10:57:40,1463.75,USR01349,user3738@whatsa,merchant1010@ybl,WhatsApp Pay,ICICI Bank,HDFC Bank,Food & Dining,P2M,Success,Delhi,Android,46-55
TXN0002988,2025-09-30,12:12:51,6167.69,USR02486,user3693@phonep,user3309@phonep,PhonePe,Canara Bank,Axis Bank,P2P Transfer,P2P,Success,Kochi,iOS,26-35
TXN0002989,2025-09-30,13:07:40,4117.18,USR02504,user1545@bhim,merchant596@ybl,BHIM,Axis Bank,Punjab National Bank,Utilities & Bill Payments,P2M,Failed,Chennai,Android,18-25
TXN0002990,2025-09-30,13:16:21,344.91,USR01724,user2884@paytm,merchant1359@okaxis,Paytm,ICICI Bank,ICICI Bank,Grocery,P2M,Success,Kochi,Android,26-35
